PLAZA CODE,PLAZA NAME,CONCESSIONAIRE TYPE,PLAZA SUB TYPE,STATE,CITY,LATITUDE,LONGITUDE
546006,Timarwani Toll Plaza,PF,NATIONAL,Madhya Pradesh,Timarwani,23.069638,74.546258
546023,Ratirampura Toll Plaza,PF,NATIONAL,Madhya Pradesh,Morena,26.630845,78.143699
546027,Kaytha Toll Plaza,PF,STATE,Madhya Pradesh,Ujjain,23.229287,76.040933
546029,Chachakhedi Toll Plaza,PF,STATE,Madhya Pradesh,Agar,23.58209,76.189842
546030,Sanjaynagar Toll Plaza,PF,STATE,Madhya Pradesh,Chhatarpur,25.095935,79.942031
546039,Palkhanda Toll Plaza,PF,NATIONAL,Madhya Pradesh,Ujjain,23.028861,75.964689
546040,Timri Toll Plaza,PF,STATE,Madhya Pradesh,Jabalpur,23.2216027,79.8354176
2002,Charoti Toll Plaza,PF,NATIONAL,Maharashtra,Palghar,19.890544,72.942644
23001,Nandgaon Toll Plaza,Conc.,NATIONAL,Maharashtra,Amravati,20.95108,77.788377
24001,MANSAR TOLL PLAZA,Conc.,NATIONAL,Maharashtra,Nagpur,21.382312,79.25332
24002,KAMPTEE KANHAN BYPASS  TOLL PLAZA,Conc.,NATIONAL,Maharashtra,Nagpur,21.244457,79.2490091
24003,NAGPUR BYPASS CHECK TOLL PLAZA,Conc.,NATIONAL,Maharashtra,Nagpur,20.2299353,79.0131934
24004,BORKHEDI TOLL PLAZA,Conc.,NATIONAL,Maharashtra,Wardha,20.85612,78.963632
25001,Karanja Toll Plaza,Conc.,NATIONAL,Maharashtra,Wardha,21.157585,78.388033
40001,Khaniwade Toll Plaza,PF,NATIONAL,Maharashtra,Palghar,19.519667,72.916898
44001,TASAWADE TOLL PLAZA,Conc.,NATIONAL,Maharashtra,Satara,17.365756,74.122928
44002,Kini Toll Plaza,Conc.,NATIONAL,Maharashtra,Kolhapur,16.8767054,74.2983001
51001,Sawaleshwar Toll Plaza,Conc.,NATIONAL,Maharashtra,Solapur,17.7643864,75.7558759
51002,Varwade Toll Plaza,Conc.,NATIONAL,Maharashtra,Solapur,17.957556,75.330977
53001,Gondkhairi Toll Plaza,Conc.,NATIONAL,Maharashtra,Nagpur,21.137001,78.89666
54001,Patas  Toll Plaza,Conc.,NATIONAL,Maharashtra,Pune,18.424491,74.466193
54002,Sardewadi  Toll Plaza,Conc.,NATIONAL,Maharashtra,Raigad,18.096508,75.0661222
61001,Anewadi Toll Plaza,Conc.,NATIONAL,Maharashtra,Satara,17.810312,73.971381
61002,Khed-Shivapur Toll Plaza,Conc.,NATIONAL,Maharashtra,Pune,18.3313849,73.8525197
137001,Mathni Toll Plaza,Conc.,NATIONAL,Maharashtra,Nagpur,21.139545,79.365105
138001,Sendurwafa toll plaza,Conc.,NATIONAL,Maharashtra,Bhandara,21.088244,80.034186
139001,Shirpur Toll Plaza,Conc.,NATIONAL,Maharashtra,Dhule,21.319733,74.889272
139002,Songir Toll Plaza,Conc.,NATIONAL,Maharashtra,Dhule,21.050768,74.784939
140001,Chandwad toll plaza,Conc.,NATIONAL,Maharashtra,Nashik,20.325219,74.210736
140002,Laling toll plaza,Conc.,NATIONAL,Maharashtra,Dhule,20.833039,74.754271
142001,Ghoti toll plaza,Conc.,NATIONAL,Maharashtra,Nashik,19.708905,73.614819
142002,Arjunalli toll plaza,Conc.,NATIONAL,Maharashtra,Thane,19.361481,73.165874
340001,Nashik Sinner Tollways Limited,BOT,NATIONAL,Maharashtra,Nashik,19.9119216,73.9006299
340002,Tamalwadi Toll Plaza,Conc.,NATIONAL,Maharashtra,Sholapur,17.8519632,75.9653571
340003,Yedashi Toll Plaza,Conc.,NATIONAL,Maharashtra,Osmanabad,18.3074605,75.9890916
340004,Pargaon  Toll Plaza,Conc.,NATIONAL,Maharashtra,Aurangabad,18.6284625,75.6978936
340005,Padalshingi  Toll Plaza,Conc.,NATIONAL,Maharashtra,Aurangabad,19.1388116,75.7488874
340006,Maliwadi  Toll Plaza,Conc.,NATIONAL,Maharashtra,Aurangabad,19.600875,75.614882
340009,Phulwadi Toll Plaza,Conc.,NATIONAL,Maharashtra,Naldurg,17.7991202,76.1933353
340010,Talmod Toll Plaza,Conc.,NATIONAL,Maharashtra,Omerga,17.8261927,76.7398762
340019,Baswant Toll Plaza,PF,NATIONAL,Maharashtra,Nashik,20.141754,73.9764485
340020,Daroada Toll Plaza,PF,NATIONAL,Maharashtra,Wardha,20.450625,78.755243
340021,Bhagemari Fee Plaza,PF,NATIONAL,Maharashtra,Nagpur,21.343756,79.009054
340023,Kelapur Toll Plaza,PF,NATIONAL,Maharashtra,Yavatmal,20.019318,78.540218
340024,Bhamb Raja Toll Plaza,PF,NATIONAL,Maharashtra,Yavatmal,20.234893,78.017434
340025,Kelwad Toll Plaza,PF,NATIONAL,Maharashtra,Nagpur,21.47162,78.872554
340026,Dhoki TOLL PLAZA,PF,NATIONAL,Maharashtra,Ahmednagar,19.1559589,74.4111722
340027,Dumbarwadi TOLL PLAZA,PF,NATIONAL,Maharashtra,Ahmednagar,19.244419,74.013193
340028,Badewadi TOLL PLAZA,PF,NATIONAL,Maharashtra,Ahmednagar,19.172077,75.346182
340029,Husnapur Toll Plaza,PF,NATIONAL,Maharashtra,Deoli,20.5512,78.301089
340030,Ashiv TOLL PLAZA,PF,NATIONAL,Maharashtra,Ausa,18.1278333,76.3583021
340031,Haladgao TOLL PLAZA,PF,NATIONAL,Maharashtra,Wardha,20.852147,78.873033
340032,Selu Amba Toll Plaza,PF,NATIONAL,Maharashtra,Beed,18.676103,76.391998
340034,Kharbi Toll Plaza,PF,NATIONAL,Maharashtra,Brahmapur,20.606111,79.823611
340035,Hatnoor Toll Plaza,PF,NATIONAL,Maharashtra,Hatnoor,20.193149,75.132863
340036,Valsang Toll Plaza,PF,NATIONAL,Maharashtra,Valsang,17.588648,76.076227
340037,Nashirabad Toll Plaza,PF,NATIONAL,Maharashtra,Nashirabad,21.016609,75.684364
340038,Selu Toll Plaza,PF.,NATIONAL,Maharashtra,Kalmeshw,21.193194,78.896639
340039,Karodi Toll Plaza,PF.,NATIONAL,Maharashtra,Aurangabad,19.8902365,75.1981289
340040,Undri Toll Plaza,PF,NATIONAL,Maharashtra,Undri,20.439943,76.459241
340041,Osargaon Toll Plaza,PF,NATIONAL,Maharashtra,Sindhudur,16.174444,73.6925
340042,Hativale Fee Plaza,PF,NATIONAL,Maharashtra,Hativale,16.611829,73.545512
340043,Champa Toll Plaza,PF,NATIONAL,Maharashtra,Nagpur,20.96707,79.204168
340044,Chachadgaon Toll Plaza,PF,NATIONAL,Maharashtra,Nashik,20.223616,73.664849
340045,Dhumka Tondgaon Toll Plaza,PF,NATIONAL,Maharashtra,Washim,20.01351,77.13994
340046,Ankadhal Toll Plaza,PF,NATIONAL,Maharashtra,Solapur,17.35945,75.079423
340047,Ichgaon Toll Plaza,PF,NATIONAL,Maharashtra,Ichgaon,17.592193,75.591492
340048,Borgaon Toll Plaza,PF,NATIONAL,Maharashtra,Miraj,17.000291,74.783872
340049,Vaidyakinhi Toll Plaza,PF,NATIONAL,Maharashtra,Beed,18.789594,75.578082
340050,Pimparwadi Toll Plaza,PF,NATIONAL,Maharashtra,Nashik,19.810393,74.276137
340051,Salava Jharoda Toll Plaza,Conc.,NATIONAL,Maharashtra,Hingoli,19.59912,77.392335
340052,Taroda-Kasba Toll Plaza,PF,NATIONAL,Maharashtra,Amravati,20.665869,76.719947
340053,Shembal Toll Plaza,PF,NATIONAL,Maharashtra,Chandrapur,20.173582,79.007495
340054,Umred Toll Plaza,PF,NATIONAL,Maharashtra,Kalamb,20.293963,78.6838
340055,Wadgaon Toll Plaza,PF,NATIONAL,Maharashtra,Kalamb,20.449118,78.370512
340060,Penur Toll Plaza,PF,NATIONAL,Maharashtra,MOHOL,17.779097,75.524512
341101,Chalakwadi toll plaza,Conc.,NATIONAL,Maharashtra,Pune,19.1700886,74.0751759
341401,Hiwargaon pavasa toll plaza,Conc.,NATIONAL,Maharashtra,Ahmadnagar,19.514777,74.2013655
536048,Dasarkhed Toll Plaza,PF,NATIONAL,Maharashtra,Malkapur,20.972921,76.179151
536067,Sub Gavhan Kh. Toll Plaza,PF,NATIONAL,Maharashtra,Jalgaon,20.862,74.971
536070,Dongrale Toll Plaza,PF,NATIONAL,Maharashtra,Nashik,20.766214,74.574654
536073,Kurankhed Toll Plaza,PF,NATIONAL,Maharashtra,Akola,20.695688,77.263261
536079,Hirapur Toll Plaza,PF,NATIONAL,Maharashtra,Hirapur,20.104946,79.830014
536085,Tuptakli Toll Plaza,PF,NATIONAL,Maharashtra,Digras,20.079417,77.762278
536088,Ashta Toll Plaza,PF,NATIONAL,Maharashtra,Ashta,18.470159,76.751146
536090,Pimparkhed User Fee Plaza,PF,NATIONAL,Maharashtra,Pimparkh,20.302933,74.7588787
536100,Undewadi Toll Plaza,PF,NATIONAL,Maharashtra,Pune,18.271041,74.525696
536101,Malegaon Toll Plaza,PF,NATIONAL,Maharashtra,Malegaon,18.830215,77.014024
536106,Medshi Sawarkheda Toll Plaza,Public Fun,NATIONAL,Maharashtra,Sawarkhed,20.36348,76.932464
536138,Pardi Makta  Toll Plaza,PF,NATIONAL,Maharashtra,Ardhapur,19.33527778,77.38777778
536140,Achhad Border Checkpost Toll Plaza,Bot,STATE,Maharashtra,Palghar,20.07538,72.913338
536141,Hadakhed Border Checkpost Toll Plaza,Bot,STATE,Maharashtra,Dhule,21.2538,74.5846
536142,Navapur Border Checkpost Toll Plaza,Bot,STATE,Maharashtra,Nandurbar,21.16132,73.741458
536143,Kagal Check Post Toll Plaza,BOT,STATE,Maharashtra,Kolhapur,16.334688,74.19526
536144,Deori Border Checkpost Toll Plaza,Bot,STATE,Maharashtra,Gondia,21.43425,80.263055
536145,Omerga Border Checkpost Toll Plaza,Bot,STATE,Maharashtra,Osmanabad,17.495067,76.462114
536146,Mandrup Border Checkpost Toll Plaza,Bot,STATE,Maharashtra,Solapur,17.265351,75.51263
536147,Pimpalkutti Border Checkpost Toll Plaza,Bot,STATE,Maharashtra,Yavatmal,19.50453,78.34233
536148,Ramtek Border Checkpost Toll Plaza,Bot,STATE,Maharashtra,Nagpur,21.255385,79.171631
536150,Marawade Check Post Toll Plaza,BOT,STATE,Maharashtra,Solapur,17.24133,75.342526
536151,Saoner Check Post Toll Plaza,Bot,STATE,Maharashtra,Nagpur,21.29053,78.4611
536152,Purnad Check Post Toll Plaza,BOT,STATE,Maharashtra,Jalgaon,21.63665,76.52762
536153,Borgaon Check Post Toll Plaza,BOT,STATE,Maharashtra,Nashik,20.272237,73.45132
536154,Rajura Check Post Toll Plaza,BOT,STATE,Maharashtra,Chandrapur,19.36553,79.195747
536155,Biloli Check Post Toll Plaza,BOT,STATE,Maharashtra,Nanded,18.434802,77.454546
536156,Kharpi Check Post Toll Plaza,BOT,STATE,Maharashtra,Amravati,21.37415,77.63121
536157,Akkalkuva Check Post Toll Plaza,Bot,STATE,Maharashtra,Nandurbar,21.32525,73.535235
536158,Shinoli Check Post Toll Plaza,Bot,STATE,Maharashtra,Kolhapur,15.524991,74.21141
536159,Warud Check Post Toll Plaza,Bot,STATE,Maharashtra,Amravati,21.3256,78.1628
536160,Kelwad Check Post Toll Plaza,Bot,STATE,Maharashtra,Nagpur,21.2817,78.5221
536161,Chorwad Check Post Toll Plaza,BOT,STATE,Maharashtra,Jalgaon,21.1621,76.624
536162,Degloor Check Post Toll Plaza,Bot,STATE,Maharashtra,Nanded,18.3222,77.3523
536202,Khadaka Toll Plaza,PF,NATIONAL,Maharashtra,Nagpur,21.038525,78.979667
536332,Banpimpri Toll Plaza,PF,NATIONAL,Maharashtra,Banpimpri,18.824582,74.886207
536373,Ahmednagar Bypass Toll Plaza,PF,NATIONAL,Maharashtra,Ahmednagar,19.08709,74.69759
536386,Nimgaon Khalu Toll Plaza,PF,NATIONAL,Maharashtra,Ahmednagar,18.499556,74.576111
536398,Borvihir Toll Plaza,Conc,NATIONAL,Maharashtra,Dhule,20.776778,74.832167
536432,Nimbhi Toll Plaza,PF,NATIONAL,Maharashtra,Morshi,21.25597,77.967044
536469,Bijora Toll plaza,PF,NATIONAL,Maharashtra,Bijora,19.7111984,77.729199
536488,Pandane Toll Plaza,PF,NATIONAL,Maharashtra,Nashik,20.37239,73.846437
536489,Pawangaon Fee Plaza,PF,NATIONAL,Maharashtra,Nagpur,21.181778,79.181005
536490,Bawada Toll Plaza,PF,NATIONAL,Maharashtra,Bawada,17.940278,75.005833
536494,Karanji Toll Plaza,BOT,STATE,Maharashtra,Pandharka,20.133349,78.634696
536495,Wani Toll Plaza,BOT,STATE,Maharashtra,Wani,20.063559,78.966929
536496,Dhanora Toll Plaza,BOT,STATE,Maharashtra,Chandrapur,19.940731,79.127567
536501,Sawangi Toll plaza,BOT,STATE,Maharashtra,Aurangabad,19.956877,75.364597
536502,Lasur Toll Plaza,BOT,STATE,Maharashtra,Aurangabad,19.929766,74.98727
536503,Nakshtrawadi Toll Plaza,BOT,STATE,Maharashtra,Aurangabad,19.768388,75.2905
536504,Barshi Toll Plaza,BOT,STATE,Maharashtra,solapur,17.720952,75.882562
536505,Hotagi Toll Plaza,BOT,STATE,Maharashtra,solapur,17.615154,75.940464
536506,Akkalkot Toll plaza,BOT,STATE,Maharashtra,Solapur,17.652713,75.98333
536507,Degaon  Toll Plaza,BOT,STATE,Maharashtra,Solapur,17.669528,75.851661
536508,Katol ToII Plaza,Concessio,STATE,Maharashtra,Katol,21.256411,78.610317
536509,Warora ToII Plaza,Concessio,STATE,Maharashtra,Warora,20.230333,79.013028
536537,Nayagaon Toll Plaza,PF,NATIONAL,Maharashtra,Nayagaon,19.799842,76.394048
536544,Bhavaninagar Toll Plaza,PF,NATIONAL,Maharashtra,Satara,17.94581,74.65281
536548,Loni Toll Plaza,PF,NATIONAL,Maharashtra,Loni,19.3246,76.200001
536559,Ladgaon Toll Plaza,BOT,STATE,Maharashtra,Bhiwandi,19.308935,72.977681
536576,Shilapur Toll Plaza,Conc.,STATE,Maharashtra,Nashik,20.001727,73.8799472
536577,Andarsul Toll Plaza,Conc.,STATE,Maharashtra,Nashik,20.0039795,74.598128
536593,Jalna Watur Toll Plaza,Conc.,STATE,Maharashtra,JALNA,19.745749,76.0857277
536594,KHARABKHAND TOLL PLAZA,CONC.,STATE,Maharashtra,KHARABKH,18.72511,77.406547
536595,HADOLTI TOLL PLAZA,CONC.,STATE,Maharashtra,HADOLTI,18.653829,77.061075
536596,VIJAYNAGAR TOLL PLAZA,CONC,STATE,Maharashtra,BILOLI,18.783785,77.701516
536601,Devghat Toll plaza,Public Fun,NATIONAL,Maharashtra,Devghat,19.746386,79.037236
536629,UMRI TOLL PLAZA,PF,NATIONAL,Maharashtra,Kaij Beed,18.737408,76.004014
536681,Pusla Toll Plaza,PF,NATIONAL,Maharashtra,Pusla,21.4915026,78.3730233
536719,Darwha Toll plaza,PF,NATIONAL,Maharashtra,Darwha,20.351126,77.701343
536720,Yevlewadi Toll Plaza,PF,NATIONAL,Maharashtra,Sangli,17.298286,74.411677
536791,Kingaon Toll Plaza,PF,NATIONAL,Maharashtra,Kingaon,18.722059,76.758575
536795,Sonari Toll Plaza,PF,NATIONAL,Maharashtra,Nanded,19.353279,77.785449
536815,Fulval Toll Plaza,PF,NATIONAL,Maharashtra,Nanded,18.840371,77.211286
536828,Belasar Toll Plaza,PF,NATIONAL,Maharashtra,Jejuri,18.295767,74.111351
536837,Kharpada Toll Plaza,PF,NATIONAL,Maharashtra,Raigarh,18.504182,73.05411
540001,Rajiv Gandhi Sea Link Toll Plaza,Conc.,STATE,Maharashtra,Mumbai,19.0431887,72.8248015
540002,Shedung Toll Plaza,Conc.,STATE,Maharashtra,Shedung,18.947199,73.1786522
540003,Khalapur Toll Plaza,Conc.,STATE,Maharashtra,Khalapur,18.801047,73.285379
540004,Kusgaon Toll Plaza,Conc.,STATE,Maharashtra,Kusgaon,18.760371,73.430045
540005,Talegaon Toll Plaza,Conc.,STATE,Maharashtra,Talegaon,18.713938,73.645848
540006,Shilphata NH48 Toll Plaza,Conc.,NATIONAL,Maharashtra,Kalyan,19.09779,73.071728
540007,Shedung NH48 Toll Plaza,Conc.,NATIONAL,Maharashtra,Panvel,18.947388,73.178849
540008,Kusgaon NH48 Toll Plaza,Conc.,NATIONAL,Maharashtra,Lonavala,18.760253,73.439713
540009,Dehuroad NH48 Toll Plaza,Conc.,NATIONAL,Maharashtra,Pune,18.700286,73.692154
540010,Vashi Toll Plaza,Conc.,STATE,Maharashtra,Mumbai,19.063952,72.980388
540011,Airoli Toll Plaza,Conc.,STATE,Maharashtra,Mumbai,19.153364,72.965778
540012,Mulund(EEH) Toll Plaza,Conc.,STATE,Maharashtra,Mumbai,19.1534,72.9657
540013,Mulund(LBS) Toll Plaza,Conc.,STATE,Maharashtra,Mumbai,19.1855,72.9586
540014,Dahisar Toll Plaza,Conc.,STATE,Maharashtra,Mumbai,19.2587,72.8718
540015,ARAMBHA TOLL PLAZA,Conc.,STATE,Maharashtra,Arambha,20.553225,78.971649
540016,Mhasane Phata Toll Plaza,Conc.,STATE,Maharashtra,Ahmednagar,18.9331389,74.4929167
540017,Katol Road Toll Plaza,Conc.,STATE,Maharashtra,Nagpur,21.1843609,79.0319083
540018,Hingana Road Toll Plaza,Conc.,STATE,Maharashtra,Nagpur,21.092948,78.9764186
540019,Umred Road Toll Plaza,Conc.,STATE,Maharashtra,Nagpur,21.1034495,79.1453082
540020,Ring Road Toll Plaza,Conc.,STATE,Maharashtra,Nagpur,21.1579085,79.0102789
540021,Wadi Road Toll Plaza,Conc.,STATE,Maharashtra,Nagpur,21.1489772,79.0028058
540022,MMKIPL Toll Plaza,Conc.,STATE,Maharashtra,Nashik,19.9798867,74.490845
540023,Nanduri Toll Plaza,Conc,STATE,Maharashtra,Nanduri,20.200237,79.029373
540024,Visapur Toll Plaza,Conc,STATE,Maharashtra,Visapur,19.890278,79.339722
540025,Khadka Toll plaza,Conc.,STATE,Maharashtra,Khadka vill,19.555563,74.982173
540026,Yelgaon Toll Plaza,BOT,STATE,Maharashtra,Yelgaon Vi,20.47821,76.20938
540027,Datala toll plaza,BOT,STATE,Maharashtra,Datala Village,20.82554091,76.2021409
540028,Kopra Kharghar Toll Plaza,Conc.,STATE,Maharashtra,Navi Mumbai,19.037473,73.078256
540030,Ladgaon Toll Plaza,BOT,STATE,Maharashtra,Chhatrapa,19.866755,75.503167
540031,Nagewadi Toll Plaza,BOT,STATE,Maharashtra,Jalna,19.864019,75.837501
540032,Nandani Toll Plaza,BOT.,NATIONAL,Maharashtra,Solapur,17.472901,75.855225
540033,Waifal Toll Plaza,PF,STATE,Maharashtra,Nagpur,20.978788,78.932204
540034,Seldoh Wadgaon Bakshi Toll Plaza,PF,STATE,Maharashtra,Wardha,20.839359,78.859699
540035,Yelkali Toll Plaza,PF,STATE,Maharashtra,Wardha,20.802832,78.597029
540036,Virul Toll Plaza,PF,STATE,Maharashtra,Wardha,20.791275,78.351523
540037,Dhamangaon Toll Plaza,PF,STATE,Maharashtra,Amravati,20.737368,78.140779
540038,Gavner Talegaon Shivni Toll,PF,STATE,Maharashtra,Amravati,20.62176,77.862567
540039,Karanja Lad Toll Plaza,PF,STATE,Maharashtra,Washim,20.51565,77.459831
540040,Shelu Bazar/Wanoza Toll Plaza,PF,STATE,Maharashtra,Washim,20.391363,77.222332
540041,Malegaon Toll Plaza,PF,STATE,Maharashtra,Washim,20.283102,76.972215
540042,Mehkar Toll Plaza,PF,STATE,Maharashtra,Buldhana,20.283102,76.972215
540043,Dusarbid Toll Plaza,PF,STATE,Maharashtra,Buldhana,20.034216,76.31799
540044,Sidkhedraja Toll Plaza,PF,STATE,Maharashtra,Buldhana,19.970446,76.099052
540045,Nidhhona Toll Plaza,PF,STATE,Maharashtra,Jalna,19.884275,75.845577
540046,Shendra MIDC Toll Plaza,PF,STATE,Maharashtra,Aurangabad,19.906443,75.48958
540047,Sawangi Toll Plaza,PF,STATE,Maharashtra,Aurangabad,19.967322,75.378833
540048,Maliwada Toll Plaza,PF,STATE,Maharashtra,Aurangabad,19.940412,75.164195
540049,Hadas Pimpalgaon Toll Plaza,PF,STATE,Maharashtra,Aurangabad,19.931252,74.950029
540050,Ghaigaon Jambargaon Toll Plaza,PF,STATE,Maharashtra,Aurangabad,19.893828,74.784524
540051,Kokmathan Toll Plaza,PF,STATE,Maharashtra,Aurangabad,19.84029,74.473085
540052,Gonde Toll Plaza,PF,STATE,Maharashtra,Ahmednagar,19.790328,74.068809
540053,Bharvir Toll Plaza,PF,STATE,Maharashtra,Nashik,19.752854,73.775314
540054,Pimpri Sadruddin Toll Plaza,PF,STATE,Maharashtra,Nashik,19.676166,73.56628
540055,Khutgar Sapgaon Toll Plaza,PF,STATE,Maharashtra,Nashik,19.432251,73.359175
540056,Nimbvali Toll Plaza,PF,STATE,Maharashtra,Thane,19.2094,73.093948
540057,Bhiwandi Toll Plaza,PF,STATE,Maharashtra,Thane,19.281255,73.048291
540059,Limbe Toll Plaza,Conc.,STATE,Maharashtra,Aurangabad,19.779805,75.194678
546032,Gavhan  Toll Plaza,Conc.,STATE,Maharashtra,Navi Mumbai,18.951875,73.018836
546033,Airport - Sewri Section Toll Plaza,Conc.,STATE,Maharashtra,Navi Mumbai,18.970378,73.008119
556050,KAHALA TOLL PLAZA,CONC,STATE,Maharashtra,KAHALA,18.961836,77.454182
556051,KHANAPUR TOLL PLAZA,CONC,STATE,Maharashtra,VANNALI,18.619915,77.583351
379004,Pasyih Toll Plaza,PF,NATIONAL,Meghalaya,Jowai,25.5,91.33
379005,Lomshinong Toll Plaza,PF,NATIONAL,Meghalaya,Khliehriat,25.169119,92.393079
379006,Pahammawlein Toll Plaza,PF,NATIONAL,Meghalaya,Ri-Bhoi,25.992753,91.860387
379007,Deingpasoh Toll Plaza,PF,NATIONAL,Meghalaya,Ri-Bhoi,25.649086,92.047615
148001,Manguli Toll Plaza,Conc.,NATIONAL,Odisha,Cuttack,20.540387,85.96387
151001,Sambalpur - Baragarh Tollways Toll Plaza,Conc.,NATIONAL,Odisha,Bargarh,21.353192,83.684183
312072,Pudapada - Nildungri Toll Plaza,NHAI,NATIONAL,Odisha,Sambalpur,21.449859,84.115361
355076,Jamudihi Toll Plaza,PF,NATIONAL,Odisha,Sundargarh,21.991807,85.119236
375011,Gurapali Toll Plaza,PF,NATIONAL,Odisha,Ganjam,19.638154,85.140017
375012,SERGARH TOLL PLAZA,PF,NATIONAL,Odisha,Balasore,21.429889,86.836645
375013,Srirampur Toll Plaza,PF,NATIONAL,Odisha,Jajpur,20.678864,86.165581
375015,Pipili Toll Plaza,PF,NATIONAL,Odisha,Pipili,20.1374,85.8392
375016,Gudipada or Gangapada Toll Plaza,PF,NATIONAL,Odisha,Khordha,20.203404,85.668312
375017,Hasanpur Toll Plaza,PF,NATIONAL,Odisha,Jajpur - Keonjhar,21.14661,86.1173884
375018,Kantaghar Toll Plaza,PF,NATIONAL,Odisha,Keonjhar,21.5082779,85.8260561
375019,Banajodi Toll Plaza,PF,NATIONAL,Odisha,Keonjhar,21.7096842,85.5834615
375020,Khamara Toll Plaza,PF,NATIONAL,Odisha,Khamar,21.249964,85.193065
375022,Govindpur Toll Plaza,PF,NATIONAL,Odisha,Brajrajnagar,21.7711235,83.679885
375023,Bolangir Toll Plaza,PF,NATIONAL,Odisha,Bolangir,20.740615,83.630556
375024,Padmanavapur Toll Plaza,PF,NATIONAL,Odisha,Baripada,21.5632851,86.9253147
375025,Sukhuapada Toll Plaza,PF,NATIONAL,Odisha,Baripada,22.0753298,86.6433381
375026,Bideibadkudar Toll Plaza,PF,NATIONAL,Odisha,Deogarh,21.505816,85.058237
375027,Rangamatia Toll Plaza,PF,NATIONAL,Odisha,Daspalla,20.365667,84.793588
375028,Khireitangiri Toll Plaza,PF,NATIONAL,Odisha,Khireitang,21.705647,85.697266
375029,Janasanpur Toll Plaza,PF,NATIONAL,Odisha,Janasanpur,21.448549,85.373375
375030,Kandra Toll Plaza,PF,NATIONAL,Odisha,Kandra,22.052105,85.494152
375031,Jharpokharia Toll Plaza,PF,NATIONAL,Odisha,Jharpokharia,22.180518,86.636253
375032,Bhagada Narayanpur Toll Plaza,PF,NATIONAL,Odisha,Bhadrak,20.944516,86.327633
375033,Darjing Toll Plaza,PF,NATIONAL,Odisha,Darjing,21.931642,84.892881
536083,Nunmath Toll Plaza,PF,NATIONAL,Odisha,Kesingarh,20.2829801,83.2961327
536086,Kadaligarh Toll Plaza,Conc.,NATIONAL,Odisha,Sambalpur,20.958433,84.313559
536403,Khairamunda Toll Plaza,PF,NATIONAL,Odisha,Dhenkanal,20.93738889,85.29427222
536424,Dakuamunda Toll Plaza,PF,NATIONAL,Odisha,Dakuamunda,21.0253499647068,84.4685105780837
536425,Hatibari Toll Plaza,PF,NATIONAL,Odisha,Sambalpur,21.3216941652407,84.0997248781604
536438,Masnikani Toll Plaza,Conc.,STATE,Odisha,Sundargarh,22.0313,84.0351
536439,Laing Toll Plaza,Conc.,STATE,Odisha,Sundargarh,22.2394,84.6334
536440,Nuakhurigoan Toll Plaza,Conc.,STATE,Odisha,Sundargarh,21.5975,84.0373
536602,Itapa Toll Plaza,PF,NATIONAL,Odisha,Dhenkanal,20.820125,85.27559722
536842,Rampei Toll Plaza,PF,NATIONAL,Odisha,Khuntuni,20.55998,85.73604
536708,Seliyamedu Toll Plaza,PF,NATIONAL,Puducherry,Puducherry,11.8248,79.7545
14001,Ambala - Chandigarh Toll Plaza,Conc.,NATIONAL,Punjab,Sahibzada,30.527449,76.813037
30001,LADPALWAN TOLL PLAZA,Conc.,NATIONAL,Punjab,Pathankot,32.197881,75.533697
30002,WARYAM NANGAL TOLL PLAZA,Conc.,NATIONAL,Punjab,Amritsar,31.731947,75.041365
41001,JATL Dhilwan Toll Plaza,Conc.,NATIONAL,Punjab,Kapurthala,31.499318,75.323065
41002,JATL Nijjerpura Toll Plaza,Conc.,NATIONAL,Punjab,Amritsar,31.577704,74.997072
154003,Ladowal Toll Plaza,PF,NATIONAL,Punjab,Ludhiana,30.988606,75.790611
157001,BSC-C&C Kurali Toll Plaza,Conc.,NATIONAL,Punjab,Rupnagar,30.908345,76.545373
158001,Harsa Mansar Toll Plaza,Conc.,NATIONAL,Punjab,Hoshiarpur,32.061586,75.614373
159001,Chollang Toll Plaza,Conc.,NATIONAL,Punjab,Hoshiarpur,31.624658,75.640296
314014,Chak Bamniya Toll Plaza,PF,NATIONAL,Punjab,Jalandhar,31.0241526,75.3044463
314015,Badbar Toll Plaza,PF,NATIONAL,Punjab,Sangrur,30.2476529,75.6396108
314016,Lehra Begga Toll Plaza,PF,NATIONAL,Punjab,Bhatinda,30.2331306,75.1018423
314017,Kalajhar Toll Plaza,PF,NATIONAL,Punjab,Channo,30.2660156,76.1468553
314018,Usma Toll Plaza,PF,NATIONAL,Punjab,Amritsar,31.37004,74.9525751
314019,Zidda Toll Plaza,PF,NATIONAL,Punjab,Bhatinda,30.3848746,74.9829043
314020,Dhareri Jattan Toll Plaza,PF,NATIONAL,Punjab,Zirakpur,30.3912006,76.4995253
314021,Dharer Azizpur Toll Plaza,PF,NATIONAL,Punjab,Patiala,30.5938815,76.7600168
314022,Kot Karora Kalan  Toll Plaza,PF,NATIONAL,Punjab,Talwandi,30.8263476,74.9165723
314023,Paind Toll Plaza,PF,NATIONAL,Punjab,Partran,29.8880996,76.1014463
314024,Chiddan Toll Plaza,PF,NATIONAL,Punjab,Amritsar,31.617167,74.692378
314025,BHAGOMAJRA TOLL PLAZA,PF,NATIONAL,Punjab,SAS Nagar,30.760763,76.607911
